Date,Open,High,Low,Close,Adj Close,Volume
2020-08-11,45.400002,48.930000,45.230000,48.750000,48.750000,59300
2020-08-12,46.740002,46.959999,45.750000,46.189999,46.189999,43200
2020-08-13,46.200001,46.500000,45.000000,46.000000,46.000000,77100
2020-08-14,46.290001,46.799999,45.799999,46.000000,46.000000,50200
2020-08-17,45.160000,45.270000,44.090000,44.400002,44.400002,50300
2020-08-18,44.000000,44.990002,43.580002,43.910000,43.910000,53800
2020-08-19,43.580002,45.000000,43.369999,44.709999,44.709999,71900
2020-08-20,46.180000,46.660000,44.150002,44.189999,44.189999,105100
2020-08-21,44.889999,45.139999,44.230000,44.410000,44.410000,51700
2020-08-24,43.259998,44.709999,43.110001,44.369999,44.369999,47700
2020-08-25,44.450001,45.599998,43.820000,44.070000,44.070000,52100
2020-08-26,43.770000,45.250000,42.720001,45.020000,45.020000,63700
2020-08-27,46.230000,49.980000,43.849998,46.410000,46.410000,237300
2020-08-28,46.950001,48.910000,45.450001,46.169998,46.169998,100700
2020-08-31,47.200001,48.820000,46.500000,48.330002,48.330002,119700
2020-09-01,48.450001,49.500000,48.139999,49.200001,49.200001,51400
2020-09-02,49.200001,50.900002,49.049999,50.669998,50.669998,100100
2020-09-03,51.000000,59.110001,49.279999,57.490002,57.490002,404200
2020-09-04,55.990002,61.500000,51.599998,52.450001,52.450001,483100
2020-09-08,57.459999,57.459999,50.880001,51.169998,51.169998,149400
2020-09-09,50.000000,50.299999,47.680000,48.380001,48.380001,103500
2020-09-10,48.070000,50.119999,47.680000,49.000000,49.000000,144800
